machine,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
-0.21664909,-0.5918204,1.2275035,-0.09643459,-1.8098737,0.14217946,0.12909327,-1.6231022,0.32800066,0.66362876,1,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.04949654,0.010384,0.154755103,0.043776,0.012722,0.012581,0.070198111,0.026978,0.026637,0.035335613,0.028184,0.049327,0.013608,0.026819982,1.716143444,1.944808222,0.085109,0.00295,0.003451
