ranks,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,rp,emb1_1,emb1_2,emb1_3,emb1_4,emb1_5,emb1_6,emb1_7,emb1_8,emb1_9,emb1_10,emb2_1,emb2_2,emb2_3,emb2_4,emb2_5,ranks,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,rp
1,8876712.329,11150684.93,1589041.096,30821917.81,0,0,0,0,0.01369863,3622.712329,13368.06849,679.1643836,29.57534247,27397.26027,0.332,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,-0.33956399949063376,-0.508158224263484,-0.748417195690709,-0.5006673572646039,-0.15241624005315793,0.0,0.0,0.0,-0.446920583012971,-0.5488799683262207,-0.5912461736593975,-0.7738912314989563,-0.7738992777201782,-0.656642566448614,-0.7936439061675238
1,15781250.0,25093750.0,7468750.0,69437500.0,0,0,0,0,0.984375,1975172.781,3831526.828,116859.9219,10521.07813,593750.0,0.285591767,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,0.6088586145020572,0.836596422845614,0.9689520134274195,0.851537040688373,-0.15241624005315793,0.0,0.0,0.0,2.5621783317371714,2.5853105255885596,2.565448874415458,1.317324313896805,1.3167439911735672,1.4829783959289924,-0.9458076681839364
1,9287671.233,11643835.62,1726027.397,32273972.6,0,0,0,0,0.01369863,7577.205479,16587.67123,679.1643836,29.57534247,0.0,0.498498498,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,-0.2831137726184846,-0.46059574938631864,-0.7084056816430759,-0.4498206585551084,-0.15241624005315793,0.0,0.0,0.0,-0.446920583012971,-0.5425934757659095,-0.5885843398629864,-0.7738912314989563,-0.7738992777201782,-0.760146528331721,-0.24772702487273007
1,3863013.699,4876712.329,739726.0274,13479452.05,0,0,0,0,0.01369863,281.6575342,4973.356164,679.1643836,29.56164384,0.0,1.0,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,-1.02825676749569,-1.1132585927027676,-0.9964885834870343,-1.1079496288781012,-0.15241624005315793,0.0,0.0,0.0,-0.446920583012971,-0.5541912725349794,-0.5981865730766542,-0.7738912314989563,-0.7739020074481477,-0.760146528331721,1.3966009373920993
1,7156250.0,13937500.0,6093750.0,36375000.0,0,0,0,0,0.953125,178477.7344,766958.625,116859.9219,10521.03125,531250.0,0.166,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,-0.5758905222931093,-0.23938069957994135,0.5673364400899429,-0.3062147105955378,-0.15241624005315793,0.0,0.0,0.0,2.465303261948523,-0.2709114010061894,0.03179119273769292,1.317324313896805,1.316734649389227,1.2468599828489173,-1.3379263074113823
1,7671232.877,9753424.658,1397260.274,26904109.59,0,0,0,0,0.01369863,37234.23288,75047.69863,679.1643836,29.61643836,0.0,1.0,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,-0.5051513316855683,-0.6429185681734993,-0.8044333155326454,-0.6378575070687476,-0.15241624005315793,0.0,0.0,0.0,-0.446920583012971,-0.4954474383230758,-0.5402520177602819,-0.7738912314989563,-0.7738910885362693,-0.760146528331721,1.3966009373920993
1,2958904.11,3643835.616,493150.6849,10191780.82,0,0,0,0,0.01369863,718.3561644,4607.09589,679.1643836,29.5890411,27397.26027,1.0,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,-1.1524472666418908,-1.2321647787383276,-1.0685093089772322,-1.2230742299874617,-0.15241624005315793,0.0,0.0,0.0,-0.446920583012971,-0.5534970488795785,-0.5984893818559808,-0.7738912314989563,-0.7738965479922085,-0.656642566448614,1.3966009373920993
1,9843750.0,18375000.0,7218750.0,50250000.0,0,0,0,0,0.859375,654315.5938,1302132.891,120629.5938,10860.26563,593750.0,0.333,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,-0.20672955937867335,0.1885989961747613,0.8959310000933329,0.17964708294893894,-0.15241624005315793,0.0,0.0,0.0,2.1746780525825775,0.48553223148119223,0.4742510436099236,1.3851771722086363,1.3843339330654707,1.4829783959289924,-0.7903650965214765
1,7342465.753,9232876.712,1369863.014,25616438.36,0,0,0,0,0.02739726,1034.561644,16204.42466,679.1643836,29.56164384,0.0,1.0,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,-0.5503115132931775,-0.6931234023266972,-0.8124356182837551,-0.6829479757753005,-0.15241624005315793,0.0,0.0,0.0,-0.404454799420687,-0.5529943742460328,-0.5889011922061996,-0.7738912314989563,-0.7739020074481477,-0.760146528331721,1.3966009373920993
1,19437500.0,30093750.0,8812500.0,84250000.0,0,0,0,0,0.8125,2317257.563,4088858.422,109320.5469,9842.6875,562500.0,0.166,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,1.1110892268391388,1.3188270659495043,1.3614399600981353,1.3702273337966657,-0.15241624005315793,0.0,0.0,0.0,2.029365447899605,3.129125713898761,2.778199946242879,1.18161803568337,1.181560992797413,1.364919189388955,-1.3379263074113823
1,15369863.01,19479452.05,2821917.808,53890410.96,0,0,0,0,0.01369863,4157.383562,34513.0411,679.1643836,29.60273973,0.0,0.498498498,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,0.5523495847871283,0.2951191206445434,-0.38831356838576114,0.3071235945355747,-0.15241624005315793,0.0,0.0,0.0,-0.446920583012971,-0.5480299967619845,-0.5737643887117668,-0.7738912314989563,-0.773893818264239,-0.760146528331721,-0.24772702487273007
1,5726027.397,7260273.973,1041095.89,19890410.96,0,0,0,0,0.02739726,381.8082192,3988.356164,679.1643836,29.56164384,0.0,0.498498498,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,-0.7723490723602613,-0.8833732998099901,-0.9084632524654084,-0.8834566563121522,-0.15241624005315793,0.0,0.0,0.0,-0.404454799420687,-0.5540320621097032,-0.5990009301576973,-0.7738912314989563,-0.7739020074481477,-0.760146528331721,-0.24772702487273007
1,12187500.0,20812500.0,6750000.0,55375000.0,0,0,0,0,0.484375,272115.2188,867816.0313,113090.3125,10181.82813,500000.0,0.166,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,0.11521314083740451,0.42368643468790784,0.7590166000919204,0.3591095472311331,-0.15241624005315793,0.0,0.0,0.0,1.0121772151187962,-0.12205506804052264,0.11517590643926313,1.2494725805644822,1.2491415948976776,1.1288007763088799,-1.3379263074113823
1,21452054.79,26958904.11,3726027.397,74301369.86,0,0,0,0,0.01369863,37225.36986,83656.42466,679.1643836,29.61643836,0.0,1.0,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,1.3878129426048276,1.0164833160362468,-0.12423757497038275,1.0218554935710054,-0.15241624005315793,0.0,0.0,0.0,-0.446920583012971,-0.495461527943965,-0.533134680703134,-0.7738912314989563,-0.7738910885362693,-0.760146528331721,1.3966009373920993
1,6109589.041,7698630.137,1068493.151,21397260.27,0,0,0,0,0.01369863,463.3561644,3762.753425,679.1643836,29.56164384,0.0,1.0,-0.10542753,0.2711603,-0.2202882,0.2299085,-0.22426301,0.16581342,-0.09901125,0.05321046,-0.09573825,-0.18863314,-0.025293972,-0.16717009,0.078781076,-0.13482153,0.1073556,0.0,-0.7196621939096254,-0.8410955448351354,-0.9004609494222146,-0.8306912142683427,-0.15241624005315793,0.0,0.0,0.0,-0.446920583012971,-0.5539024246235925,-0.5991874491302936,-0.7738912314989563,-0.7739020074481477,-0.760146528331721,1.3966009373920993
