ARD,3.0573701465042373,73.65729698163342
AdaBoost,0.5465459860651176,1.5476821272360723
ExtraTree,0.9968484838808539,0.318580903309727
Bagging,1.2698053669426121,0.9181959165620125
SVR,0.614537763472451,0.6586275216150813
Ridge,2.212057620176774,0.6548955781967907
Lasso,2.202588728095098,0.5442453381660992
ElasticNet,2.167106487089416,0.5454275968692326
linear_regression,5.4488529384996855,80.26625302740257
KNNregressor,0.6446253489394095,0.9332491192819272
DecisionTree,0.4974850682087634,0.8786854392011133
random_forrest,0.5353432971855997,0.5514693127013209
XGBoost,0.5079603403784001,0.5842799318760808
nn,72.21512688473223,1.3867399814021384
