ARD,2.9304053989951296e-05,346.9793224617672
AdaBoost,0.0006297133466084469,0.19418081745944296
ExtraTree,4.6720639334585735e-06,0.11403519576705716
Bagging,4.816569472790197e-06,0.2419518721231541
SVR,2.136980894511721e-06,0.14675908371297136
Ridge,2.9761494747725778e-05,0.18813674349907897
Lasso,2.4313271009644694e-05,0.1570552276415889
ElasticNet,2.3691181985124518e-05,0.1579281642856952
linear_regression,0.00014042785703229763,402.4654155924357
KNNregressor,3.3314969831476988e-06,0.15548524066501512
DecisionTree,0.00045196768559468015,0.17514280121348635
random_forrest,0.00036722109820294565,0.1114218799535795
XGBoost,9.857187012538956e-06,0.17709446207213844
nn,0.021030361136042685,0.21941525088307995
