ranks,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_INS,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,FP_ARITH:SCALAR_SINGLE,FP_ARITH:SCALAR_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,PAPI_MEM_WCY,rp_quartz_Ruby,emb1_1,emb1_2,emb1_3,emb1_4,emb1_5,emb1_6,emb1_7,emb1_8,emb1_9,emb1_10,emb2_1,emb2_2,emb2_3,emb2_4,emb2_5,ranks,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_INS,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,FP_ARITH:SCALAR_SINGLE,FP_ARITH:SCALAR_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,PAPI_MEM_WCY,rp_quartz_Ruby
1,91944444.44,477916666.7,98944444.44,1081111111.0,5416666.667,10444444.44,250000.0,138888.8889,6.027777778,194051921.3,53279896.51,525.0555556,30141.90278,25500000.0,0.833,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,0.5862213917485876,0.55622360584828,0.510973975563743,0.5533846602278994,0.32232554546009207,0.446847485544824,0.2160228529672027,-0.016003091780164996,-1.5193617860200397,0.4879545250599296,0.19203644212971213,0.0,-1.451461875328965,0.2548710950216677,0.5072179581326539
1,141027777.8,708527777.8,147583333.3,1625055556.0,6444444.444,15138888.89,305555.5556,166666.6667,20.83333333,278622658.0,53198950.07,525.0555556,30141.90278,26722222.22,0.764560537,0.02229105,-0.30572549,0.09384411,0.032305297,0.26905745,0.13738793,-0.051057734,-0.029365063,0.041664854,0.083722554,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,1.2265441652716336,1.1462352625309562,1.1045602584232652,1.1623387390674351,0.5454209922793858,0.9902485717123483,0.4474759099388382,0.17069964673049962,1.4974760325973695,1.023991171789423,0.19027376053555956,0.0,-1.451461875328965,0.31214828428666525,-0.0021825577486614526
1,2027777.778,20972222.22,4166666.667,38416666.67,861111.1111,666666.6667,27777.77778,27777.77778,14.5,12872818.07,13456811.0,525.0555556,30141.91667,4305555.556,0.666,0.02229105,-0.30572549,0.09384411,0.032305297,0.26905745,0.13738793,-0.051057734,-0.029365063,0.041664854,0.083722554,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,-0.5867977461463906,-0.6128551406769992,-0.6456887304428366,-0.6139276281769883,-0.6665299493728409,-0.6849701595262334,-0.709789374169431,-0.7628140452851192,0.20697130004965225,-0.6604171545835555,-0.6751470912146003,0.0,0.5805847488542568,-0.7383674387905098,-0.7357766888618692
1,4250000.0,32444444.44,7222222.222,66666666.67,916666.6667,1000000.0,0.0,27777.77778,9.111111111,18580790.97,13372209.97,525.0555556,30141.90278,4500000.0,0.666,0.02229105,-0.30572549,0.09384411,0.032305297,0.26905745,0.13738793,-0.051057734,-0.029365063,0.041664854,0.083722554,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,-0.5578074677938776,-0.583503801942419,-0.6083989011216161,-0.5823013235325556,-0.6544707360124843,-0.6463854670668177,-0.8255159025719256,-0.7628140452851192,-0.8910897449116923,-0.6242381785886733,-0.6769893547956467,0.0,-1.451461875328965,-0.7292551586844296,-0.7357766888618692
1,7472222.222,50944444.44,12250000.0,112222222.2,1027777.778,1583333.333,27777.77778,27777.77778,15.69444444,28047422.92,13349763.82,525.0555556,30141.90278,5138888.889,1.0,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,-0.5157715641814291,-0.5361721031506104,-0.5470401819519216,-0.5313011862781077,-0.6303523092700642,-0.5788622552946723,-0.709789374169431,-0.7628140452851192,0.4503559637438507,-0.5642356074357098,-0.6774781399165808,0.0,-1.451461875328965,-0.6993148096908095,1.750212605127178
1,12333333.33,77250000.0,19333333.33,177027777.8,1166666.667,2388888.889,55555.55556,27777.77778,16.44444444,41322060.11,13547837.53,525.0555556,30141.90278,5555555.556,0.750750751,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,-0.4523553303195519,-0.4688701230253614,-0.4605955776413276,-0.4587503811787334,-0.6002042758691725,-0.48561591512364655,-0.5940628457669365,-0.7628140452851192,0.6031788926786191,-0.48009666903293924,-0.6731649065872024,0.0,-1.451461875328965,-0.6797884951175278,-0.10496992346207447
1,18472222.22,110972222.2,28444444.44,260111111.1,1194444.444,3416666.667,55555.55556,27777.77778,18.73611111,58414166.5,13376750.07,525.0555556,30141.90278,6444444.444,1.0,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,-0.3722696863482311,-0.38259282228153224,-0.3494040865677588,-0.3657373259638399,-0.5941746693626467,-0.3666464466694945,-0.5940628457669365,-0.7628140452851192,1.0701378428807342,-0.3717613777448908,-0.6768904900314197,0.0,-1.451461875328965,-0.6381323574361746,1.750212605127178
1,10333333.33,69027777.78,16666666.67,147111111.1,2611111.111,2500000.0,138888.8889,166666.6667,15.44444444,38982378.61,40003114.43,525.0555556,30141.91667,17583333.33,0.799519808,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,-0.47844658083942265,-0.4899064335938131,-0.49313942860985926,-0.4922425445415708,-0.28666472884720334,-0.4727543509820834,-0.24688326055945267,0.17069964673049962,0.39941498743226134,-0.49492632612962423,-0.09707743862886722,0.0,0.5805847488542568,-0.11612888173009543,0.2580221531245771
1,18527777.78,110722222.2,26805555.56,247805555.6,2611111.111,3611111.111,138888.8889,166666.6667,8.263888889,57388885.83,40122774.61,525.0555556,30141.91667,18388888.89,0.799519808,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,-0.37154492933136524,-0.3832324398327729,-0.36940499491702505,-0.3795135824970071,-0.28666472884720334,-0.3441387094506974,-0.24688326055945267,0.17069964673049962,-1.0637230534779085,-0.3782599378112757,-0.09447173049841713,0.0,0.5805847488542568,-0.07837800671033736,0.2580221531245771
1,32194444.44,180277777.8,43666666.67,415750000.0,3361111.111,5416666.667,194444.4444,166666.6667,23.97222222,88105967.56,40015440.9,525.0555556,30141.91667,18333333.33,0.833,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,-0.1932547175325523,-0.20527662324055143,-0.1636329367297096,-0.19149722278251533,-0.12386534861262727,-0.13513829188984885,-0.015430204004432698,0.17069964673049962,2.1370682909581737,-0.18356515176165872,-0.09680901864906487,0.0,0.5805847488542568,-0.08098151552630624,0.5072179581326539
1,51388888.89,277638888.9,67305555.56,650916666.7,4111111.111,7888888.889,222222.2222,166666.6667,15.09722222,131111380.2,39967596.39,525.0555556,30141.91667,18944444.44,0.777333333,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,0.057148811834794436,0.04381887863085458,0.12485474290319946,0.07177543715624482,0.03893403162194881,0.15103151052037883,0.10029632448138494,0.17069964673049962,0.32866363189675163,0.08901704489743424,-0.09785087592108631,0.0,0.5805847488542568,-0.0523429208938073,0.09288640665345212
1,75916666.67,402750000.0,97666666.67,952972222.2,5027777.778,11166666.67,277777.7778,166666.6667,13.70833333,186412936.2,40095916.82,525.0555556,30141.91667,19388888.89,0.727223131,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,0.37712900921164455,0.36391192868997363,0.4953800470305897,0.40993122539646987,0.23791105198100818,0.5304476534488944,0.3317493814530203,0.17069964673049962,0.04565820771707298,0.43953616999763323,-0.09505658305144621,0.0,0.5805847488542568,-0.03151485177195177,-0.280087921764597
1,23111111.11,148333333.3,34638888.89,316750000.0,5222222.222,5083333.333,277777.7778,333333.3333,11.77777778,79680088.82,80107011.89,525.0555556,30141.91667,34972222.22,0.750187547,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,-0.3117524802668134,-0.2870055327078837,-0.2738074324986491,-0.3023292284391114,0.28011829861201715,-0.17372298443029258,0.3317493814530203,1.2909160764502272,-0.34771933044595676,-0.23697109289187163,0.7762210276968476,0.0,0.5805847488542568,0.6987693125283464,-0.10916189685827736
1,47666666.67,263638888.9,58972222.22,588750000.0,5333333.333,7444444.444,277777.7778,333333.3333,6.736111111,121952639.6,80311984.07,525.0555556,30141.91667,36000000.0,0.727223131,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,0.008590095618469648,0.00800029576137788,0.023155208290929416,0.0021789083143647233,0.30423672528931733,0.09958525383837197,0.3317493814530203,1.2909160764502272,-1.3750290198717912,0.030965988573961618,0.7806844814200667,0.0,0.5805847488542568,0.7469342218747164,-0.280087921764597
1,88555555.56,455777777.8,99500000.0,1041861111.0,7027777.778,11333333.33,388888.8889,333333.3333,16.13888889,192423212.9,79811776.69,525.0555556,30141.91667,37416666.67,0.769159741,0.022291094,-0.30572546,0.09384415,0.032305274,0.26905745,0.13738795,-0.051057775,-0.029365052,0.041664895,0.08372256,-0.021513425,-0.038474403,-0.18024799,0.29846665,0.24567583,0.0,0.5420112173725454,0.4995819182266523,0.5177539445867101,0.5094436882882895,0.6720427326065443,0.5497399989088377,0.7946554949796758,1.2909160764502272,0.5409177005409203,0.47763124512525024,0.7697920154637466,0.0,0.5805847488542568,0.8133236915269733,0.032049693463528324
