ARD,152.9712740201981,167.01582511055972
AdaBoost,9.886128567160434,34.79460354747607
ExtraTree,23.255726024734148,54.18755817085414
Bagging,3.158899329031055,2.816362125893778
SVR,15.233065903816861,58.32649355546868
Ridge,26.940313887495307,98.21436461100876
Lasso,15.764443294004263,52.51629047367052
ElasticNet,39.750601261374506,174.03032453813958
linear_regression,31853.177383150232,2059619.9019060791
KNNregressor,4.046108518351743,1.0291997762498164
DecisionTree,4.575650406923367,42.05393988789674
random_forrest,35.19029507499897,82.07999546756403
XGBoost,51.004764241526125,131.9473210435333
nn,23.336271725650498,403.8109103134831
