emb_col1_1,emb_col1_2,emb_col1_3,emb_col1_4,emb_col1_5,emb_col1_6,emb_col1_7,emb_col1_8,emb_col1_9,emb_col1_10,emb_col2_1,emb_col2_2,emb_col2_3,emb_col2_4,emb_col2_5,ranks,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,rp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,1178000000,1196000000,646000000,6298000000.0,64000000.0,82000000.0,34000000.0,40000000.0,3028.0,99499593.0,3349460.0,37797.0,2173193.0,268000000,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,2064000000,2236000000,1224000000,11432000000.0,104000000.0,142000000.0,64000000.0,78000000.0,2585.0,202560745.0,7721012.0,37804.0,2173201.0,714000000,1.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,358000000,810500000,372437500,2650562500.0,5187500.0,4000000.0,1187500.0,0.0,1118.46875,76874693.81,46372219.47,69909.84375,2106280.188,33500000,1.750750751
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,2466000000,2954000000,1630000000,14710000000.0,246000000.0,242000000.0,110000000.0,116000000.0,3060.0,152771732.0,2831102.0,37804.0,2173200.0,2554000000,2.400960384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,349937500,567125000,256812500,1943062500.0,7750000.0,6000000.0,3750000.0,2000000.0,1112.71875,23302186.06,54848194.16,69909.84375,2106280.188,67250000,3.601440576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,3100000000,2878000000,1562000000,16042000000.0,304000000.0,226000000.0,148000000.0,124000000.0,2036.0,216107024.0,3715511.0,37804.0,2173819.0,802000000,10.333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,4636000000,4402000000,2386000000,24250000000.0,320000000.0,398000000.0,170000000.0,194000000.0,1731.0,317196248.0,5572217.0,37804.0,2173201.0,2760000000,0.181669394
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,752750000,1186437500,535687500,4073062500.0,11500000.0,11812500.0,4000000.0,3375000.0,1084.90625,67392550.97,116467298.6,69877.84375,2106279.188,162000000,0.249812453
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,6590000000,6574000000,3392000000,35102000000.0,488000000.0,484000000.0,268000000.0,282000000.0,2075.0,470206041.0,9402284.0,37804.0,2173199.0,2346000000,0.583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,8916000000,8066000000,4378000000,45796000000.0,512000000.0,674000000.0,342000000.0,388000000.0,3441.0,554798441.0,6150266.0,37804.0,2173201.0,3414000000,4.313578395
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,1404437500,1879375000,847562500,6691437500.0,24062500.0,22000000.0,9000000.0,6000000.0,1094.6875,75927187.59,208750965.8,69909.84375,2106280.188,323062500,0.249812453
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052617,0.0,0.0,0.0,0.0,0.26173237,1.4747015,0.0,1,12026000000,12740000000,6718000000,66508000000.0,770000000.0,886000000.0,450000000.0,510000000.0,2794.0,667214692.0,2140012.0,37804.0,2173832.0,3726000000,0.099909991
