emb_col1_1,emb_col1_2,emb_col1_3,emb_col1_4,emb_col1_5,emb_col1_6,emb_col1_7,emb_col1_8,emb_col1_9,emb_col1_10,emb_col2_1,emb_col2_2,emb_col2_3,emb_col2_4,emb_col2_5,ranks,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,rp
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,1260273.973,1561643.836,219178.0822,4328767.123,0,0,0,0,0.01369863,380.2739726,5521.767123,679.1643836,29.5890411,27397.26027,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,17281250.0,26843750.0,7500000.0,72218750.0,0,0,0,0,0.953125,763477.8125,1194639.75,120629.5938,10860.28125,593750.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,6000000.0,7616438.356,1068493.151,20931506.85,0,0,0,0,0.01369863,5474.082192,12387.06849,679.1643836,29.5890411,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,16843750.0,27312500.0,9187500.0,78437500.0,593750,0,0,0,0.75,1811949.391,4322019.375,113046.7656,10181.875,750000.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,10493150.68,13232876.71,1890410.959,36602739.73,0,0,0,0,0.01369863,4044.69863,31527.90411,679.1643836,29.60273973,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,27397.26027,27397.26027,0.0,82191.78082,0,0,0,0,0.02739726,122.7534247,4229.219178,679.1643836,29.56164384,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,15187500.0,23062500.0,6843750.0,61281250.0,0,0,0,0,0.5625,270582.875,858488.2188,105550.9375,9503.421875,531250.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,15616438.36,19726027.4,2794520.548,54575342.47,0,0,0,0,0.01369863,19901.54795,138633.863,679.1643836,29.63013699,0.0,0.498498498
1.35009,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.0088869855,0.0,1.2028078,0.28428343,0.7387715,0.0054341126,1,3342465.753,4219178.082,630136.9863,11726027.4,0,0,0,0,0.01369863,399.6849315,5256.890411,679.1643836,29.5890411,27397.26027,1.0
1.35009,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.0088869855,0.0,1.2028078,0.28428343,0.7387715,0.0054341126,1,9656250.0,16218750.0,6093750.0,46781250.0,0,0,0,0,0.984375,792912.5781,1369656.0,113090.3281,10181.85938,781250.0,0.399759904
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,6986301.37,8821917.808,1232876.712,24273972.6,0,0,0,0,0.01369863,2393.876712,7500.958904,679.1643836,29.5890411,27397.26027,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,12375000.0,20875000.0,8625000.0,58843750.0,468750,0,0,0,0.828125,1956802.813,4100009.188,113090.2656,10181.89063,656250.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,16684931.51,21013698.63,3123287.671,57972602.74,0,0,0,0,0.01369863,5697.273973,33332.06849,679.1643836,29.57534247,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,1369863.014,1698630.137,246575.3425,4602739.726,0,0,0,0,0.01369863,104.8630137,3757.123288,679.1643836,29.57534247,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,10218750.0,16375000.0,6250000.0,46718750.0,0,0,0,0,0.6875,198214.2656,685533.8281,113090.2031,10181.85938,718750.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,22082191.78,27753424.66,3945205.479,76876712.33,0,0,0,0,0.01369863,22742.84932,78255.49315,679.1643836,29.61643836,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,3178082.192,4000000.0,575342.4658,11095890.41,0,0,0,0,0.01369863,808.8630137,4603.068493,679.1643836,29.60273973,27397.26027,0.332
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,11125000.0,18406250.0,6437500.0,51031250.0,0,0,0,0,0.953125,767378.7656,1372052.406,116859.9844,10521.0625,656250.0,0.166
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,11917808.22,15013698.63,2109589.041,41534246.58,0,0,0,0,0.0,1336.726027,6645.39726,679.1643836,29.57534247,0.0,0.332
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,28281250.0,43812500.0,12000000.0,121093750.0,0,0,0,0,0.0,1907090.422,3225827.984,120583.0938,10860.29688,562500.0,0.142367067
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,7013698.63,8849315.068,1287671.233,24493150.68,0,0,0,0,0.0,4086.232877,21770.08219,679.1643836,29.5890411,27397.26027,0.666
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,2931506.849,3671232.877,493150.6849,10191780.82,0,0,0,0,0.0,149.8082192,3551.945205,679.1643836,29.57534247,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,12250000.0,19875000.0,7062500.0,52812500.0,0,0,0,0,0.0,167728.4531,570472.375,109274.9688,9842.59375,500000.0,0.083
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,10821917.81,13616438.36,1945205.479,37589041.1,0,0,0,0,0.0,47736.50685,40828.86301,679.1643836,29.63013699,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,4219178.082,5369863.014,767123.2877,14794520.55,0,0,0,0,0.0,1394.205479,3695.493151,679.1643836,29.56164384,0.0,0.666
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,7906250.0,15343750.0,7437500.0,40656250.0,0,0,0,0,0.0,620429.1563,1381046.625,116814.9375,10521.0625,250000.0,0.142367067
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,9479452.055,12027397.26,1698630.137,33205479.45,0,0,0,0,0.0,2852.90411,9799.39726,679.1643836,29.5890411,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,16593750.0,27625000.0,8437500.0,73937500.0,0,0,0,0,0.0,1751984.531,3031147.891,105550.9375,9503.46875,468750.0,0.5
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,9589041.096,12082191.78,1780821.918,33479452.05,0,0,0,0,0.0,10693.12329,21481.58904,679.1643836,29.60273973,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,0.0,27397.26027,0.0,82191.78082,0,0,0,0,0.0,120.8767123,3809.027397,679.1643836,29.57534247,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,10750000.0,18156250.0,6968750.0,48781250.0,0,0,0,0,0.0,195127.625,570307.7656,116814.9219,10521.01563,625000.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,15178082.19,19123287.67,2739726.027,53013698.63,0,0,0,0,0.0,32722.0137,30676.10959,679.1643836,29.63013699,0.0,0.332
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,4575342.466,5671232.877,821917.8082,15780821.92,0,0,0,0,0.0,507.7123288,5645.589041,679.1643836,29.57534247,27397.26027,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,18656250.0,28218750.0,9437500.0,78125000.0,0,0,0,0,0.0,559720.5938,1363067.375,109278.4688,9842.625,500000.0,0.285591767
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,3561643.836,4410958.904,630136.9863,12328767.12,0,0,0,0,0.0,1451.424658,11024.68493,679.1643836,29.5890411,0.0,0.332
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,15406250.0,25500000.0,9062500.0,68218750.0,0,0,0,0,0.0,1781093.25,3133180.734,120629.5938,10860.3125,562500.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,6410958.904,8054794.521,1150684.932,22356164.38,0,0,0,0,0.0,3742.465753,26600.41096,679.1643836,29.60273973,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,4273972.603,5369863.014,821917.8082,14876712.33,0,0,0,0,0.0,129.8493151,3332.547945,679.1643836,29.57534247,0.0,0.332
